Question,Answer
වී වගාවෙදී ජලය උචිතව පවත්වා ගැනීමේදී පස් ඇලවීම (waterlogging) වලක්වීමේ වැදගත්කම මොකක්ද?,"ශාක මූල පද්ධතිය හුස්ම ගැනීමේ හැකියාව පවත්වා ගැනීම, පසෙහි විෂ නාශක අවදානම් අඩු කිරීම, සෞඛ්‍ය සම්පන්න වර්ධනය."
වී වගාවෙදී පලිබෝධ නාශකය භාවිතා කිරීමේදී ආරක්ෂණ උපකරණ පැළඳීම ඇයි වැදගත්?,"විෂ ද්‍රව්‍ය මිනිස් සෞඛ්‍යයට හානි කිරීම වළකීම, ජල මාර්ග සහ පස දූෂණය අවම කිරීම, ආරක්ෂිත වී නිෂ්පාදනය."
වී වගාවෙදී ගොවි සංගම හා ප්‍රාදේශිය සංවිධාන සමඟ නිත්‍ය සමුළුවලට සහභාගි වීම වැදගත්ද?,"ඔව්, නව තාක්ෂණ, සාර්ථක අත්දැකීම්, රෝග නාශක නවීන නිර්දේශ සහ වෙළෙඳ අවස්ථා ලබා ගැනීමට පහසුය."
වී වගාවෙදී බැංකු ණය ලබා ගැනීමෙන් ලබන ප්‍රතිලාභ මොනවාද?,"වගා මෙවලම් සහ පහසුකම් මිලදී ගැනීම, වගාව පුළුල් කිරීම, අස්වැන්න වැඩිදියුණු කිරීම හා ව්‍යාපාරික ලාභ වැඩි කිරීම."
වී වගාවට අවශ්‍ය අවම වියලීම් තත්ත්වය කොපමණ විය යුතුද?,"වී බීජ සහ ශාකයේ වර්ධනය සඳහා පොදු වශයෙන් පැතිරී යාමක් නැති සුමට වියලීම් තත්ත්වයක් සපයන්න."
වී ගිලීයාම පරීක්ෂා කිරීමේදී අවධානය යොමු කළ යුතු කරුණු මොනවාද?,"ආලේපන වාතයට ගැලපුම, රෝග නිරෝධායනය සහ බීජයේ උසස්ම භාවය පවතිදැයි පිරික්සීම."
වී වගාව සඳහා දිගුකාලීන යාංත්‍රික පහසුකම් සකස් කරන්නේ ඇයි?,"වී අස්වැන්න නෙලීම හා ජල කළමනාකරණය ස්වයංක්‍රිය කරන්න, ශ්‍රමය හා වේලාව ඉතිරි කිරීම සඳහාය."
වී වගාවෙදී ඉහළ වියදම් පාලනය සඳහා කළ හැකි ක්‍රම මොනවාද?,"ප්‍රමාණවත් ණය සැලසුම්, නිසි පොහොර සහ රෝග පාලන වැඩපිළිවෙළ, වගා සඳහා වේලාවෙන් පෙර සැලසුම් කිරීම."
වී වගාවෙදී පාංශු පවතින වේගවත් ජල ගලායාම වැළැක්වීමේ වැදගත්කම මොකක්ද?,"ශාක මූල පද්ධතිය ආරක්ෂා කර තෙත් තත්ත්වය පවත්වා ගැනීම සහ පාංශු දුර්වලතාවය අවම කිරීම."
වී වගාවෙදී වාරිකව ජලය මිදීම කළ යුතු අවස්ථා මොනවාද?,"සිවිදුරු රෝග පාලනය, භාජනය හා රෝග සීග්‍ර ව්‍යාප්තිය වැළැක්වීම, හිස් පැළීමේ අවස්ථාවන්දී ශාකය ශක්තිමත්ව තබා ගැනීම."
වී වගාවෙදී ජිව පාලක ක්‍රම භාවිතය කළහොත් ලැබෙන වාසි මොනවාද?,"රෝග හා පළිබෝධ නාශක භාවිතය අවම කිරීම, පරිසර හා සෞඛ්‍ය ආරක්ෂණය, දිගුකල් පසුදීමේ නඩත්තු අඩු කිරීම."
වී වගාවෙදී ඒක කළමනාකරණ ක්‍රම (Single Management System) භාවිතය සුදුසුද?,"ඔව්, සමහර අවස්ථාවලදී එය ශ්‍රමය සහ වියදම් ඉතිරි කිරීම සඳහා උපකාරී වෙයි, නමුත් දැඩි නිරීක්ෂණය අවශ්‍යයි."
වී වගාවෙදී රෝග එළවීම සඳහා සම්පූර්ණ විකල්ප ක්‍රියා මොනවාද?,"රෝගී ශාක ඉවත් කිරීම, පාංශු පිරිසිදු කිරීම, ජීව නාශක, පොහොර සැලසුම් හා වගා රෝටේෂන්."
වී වගාවෙදී අස්වැන්න තත්ත්ව පාලනය කිරීමේදී ගැඹුරු ගබඩා වැඩපිළිවෙළක් ඇයි වැදගත්?,"ආලේපන වලින් ශාකය බේරා ගැනීමට, අධික තෙතමනයෙන් විනාශ වීම වැළැක්වීමට සහ දිගුකාලීන ගුණාත්මකභාවය රැක ගැනීමට."
වී වගාවට අවශ්‍ය විවිධ වී වර්ග තෝරා ගන්නේ කොහොමද?,"දේශගුණයට හා භූමි පර්යේෂණ වලට ගැලපෙන වී වර්ගයන් හා රෝග ප්‍රතිශක්තිකරණය ඇති වර්ග අනුව තෝරාගැනීම."
වී වගාවෙදී ඵලදායී නෙලීමක් ලබා ගන්න බීජ පිරිසිදු කිරීම කල යුතු දැයි?,"ඔව්, කැළැල් බීජ, රෝගී බීජ ඉවත් කර ගුණාත්මක බීජ භාවිතය සියයට වැඩිව අස්වැන්න වැඩි දියුණු කරයි."
වී වගාවෙදී වැසි වකවානු ගැලපෙනවිට තීරණය කළ යුතු ප්‍රධාන කරුණු මොනවාද?,"භූගෝලීය තත්ත්ව, ජල සැපයුම, ශ්‍රම සහ වෙළෙඳපොළ අවස්ථා පදනම් කර නිසි වේලාව තෝරා ගැනීම."
වී වගාවෙදී අධික වැසි සමයේ ජලය බැමිට පත් වීමේ අවදානම් මොනවාද?,"ශාක මූල පද්ධතිය ගැසීම, පස ගුණාත්මකභාවය අඩුවීම, රෝග පැතිරී යාම, අස්වැන්න පහත වැටීම."
වී වගාවෙදී මීටර පාස්කල් (tensiometer) වැනි උපායගැනීම් භාවිතයෙන් ලබා ගත හැකි ප්‍රතිලාභ මොකක්ද?,"පාංශු තෙතමනය ප්‍රමාණවත්දැයි මැනීමට, නියත වේලාවට ජලය ලබාදීමේ තීරණ ගත හැකි වීම."
වී වගාවෙදී වගා කළ ඉඩම සකස් කිරීමේදී සැලකිලිමත් විය යුතු ඇයි?,"පාංශු නාස්ති වීම, ජලය නොරැඳී නොයාම, රෝග නාශක ඉතිරිවීම නැති කිරීම හා විකසන අවස්ථා සාධාරණව ලබාදීම."
වී වගාවෙදී පස් පවකාර පරීක්ෂා කිරීම නොකළහොත් ඇතිවිය හැකි ප්‍රතිවිපාක මොනවාද?,"පෝෂක අඩුකම්, රෝග උසස්වීම, අස්වැන්න අඩුවීම, පොහොර නොගැලපෙන බව නිසා වියදම් වැඩිවීම."
වී වගාවෙදී බෝග විවිධතාවය සහ වාණිජ අවස්ථා පහසුවෙන් සංවිධානය කළ හැකිද?,"ඔව්, නියත සැලසුම් හා සම්බන්ධිත ආයතන සමඟ සම්ප්‍රේශණය මත විවිධ බෝග වෙළෙඳපොළට ගෙන යා හැක."
වී වගාවෙදී පාංශු රසායනික තත්ත්වය තහවුරු කිරීමේ වැදගත්කම මොකක්ද?,"ශාකයට අවශ්‍ය NPK අනුපාතය ලබාදීම, රෝග හා පවත්නා පරම්පරික පෝෂක අවශ්‍යතා තීරණය කිරීමට."
වී වගාවෙදී ජලය දහන්වීීම (evaporation) අවම කිරීමට කළ හැකි දෙමොනවාද?,"පාංශු ආවරණ ක්‍රම භාවිතය, වගා සෙවණ තාක්ෂණ, දිය රැඳවුම් පහසුකම් සහ drip irrigation."
වී වගාවෙදී මෙවලම් නඩත්තු කිරීම නිසි ලෙස නොකළහොත්?,"අස්වැන්න නෙලීම හා බෝග පාලන වැඩ අතරතුර අනතුරු, වේලාව හා ශ්‍රමය නාස්තිවීම, උපාංගවල ආයු කාලය අඩුවීම."
වී වගාවෙදී විශේෂිත සන්නායක ප්‍රවේශ භාවිතය සාධාරණද?,"කිසිදු අවස්ථාවක දී රෝග පැතිරීම අවම කර වගා බෙදා ගැනීමට පහසු බව නිසා එය ප්‍රයෝජනවත් වේ."
වී වගාවෙදී ජලය සැපයීම පාලනය කිරීම සඳහා ක්‍රියා දන්නා මට්ටම් පද්ධතියක් තිබිය යුතු ඇයි?,"ඔව්, අධික හෝ අඩු ජලය නිසා ශාකය විනාශවිය හැකි බැවින් නිරන්තර ජල මට්ටම් නියාමනය වැදගත්ය."
වී වගාවෙදී බෝග එකම වර්ගයක් පමණක් දිගුකල් වගා කිරීමෙන් ඇතිවිය හැකි ගැටලු මොනවාද?,"පාංශු සෞඛ්‍යය අඩුවීම, රෝග නිතර පැතිරීම, පෝෂක අස්වැන්න පහත වැටීම, ආර්ථික සමගාමී අවදානම් වැඩිවීම."
වී වගාවෙදී ක්ෂේත්‍රයට කිලෝ විට අස්වැන්න මැනීමෙදී සැලකිලිමත් විය යුතු ඇයි?,"සම්පූර්ණ ක්ෂේත්‍රයට උපයෝගී වටිනාකම් ලබා ගැනීමට විවිධ ස්ථාන ගණනය කිරීම හා අවිකරණය වැදගත්ය."
වී වගාවෙදී පොහොර මිශ්‍රණය කරන අවස්ථාවන් තුළ නවීන තාක්ෂණ භාවිතය කළ හැකිද?,"ඔව්, ඇප්ලිකේෂන් මෘදුකාංග, වේගවත් ගෙවීම් උපකරණ, ස්වයංක්‍රිය බෙදාහැරීම ආදිය භාවිතා කළ හැක."
වී වගාවෙදී මිදීමේ නාඩි නැතිව ඉන්න විට කළ යුතු ක්‍රියා මොනවාද?,"වගා කිරීමට පෙර ඇලවල් හදීම, ඔතන ජලය එලියට ගලා යාම, අධික වැසිට පස අවහිර නොවීමේ උපකරණ."
වී වගාවෙදී ජල භාවිතය සුරැකීමට ඇති ලාභ මොනවාද?,"වියදම් ඉතිරි වීම, පරිසර ආරක්ෂාව, වර්ධනයේ අවශ්‍ය ජලය පමණක් ලබාදී අස්වැන්න වැඩි කිරීම."
වී වගාවෙදී ඉඩම් පිළිබඳ නීතිය හා අයිතිය තහවුරු කර ගැනීමේ වැදගත්කම මොකක්ද?,"වගා කිරීම් නීත්‍යානුකූලව කිරීමට, සංවර්ධන සහනාධාර ලබා ගැනීමට, අත්‍යවශ්‍ය ප්‍රායක හා බැංකු රැකවරණ ලබා ගැනීමට."
වී වගාවෙදී සෙවණවලදීත් නෙලීමේ පිරිසිදු වැඩ සිදු කළ යුතුද?,"ඔව්, දුර්වල හා රෝගී ශාක ඉවත් කිරීම, අස්වැන්නෙහි සැලසුම් කිරීම් පහසු කිරීම, බෝග පාලන ක්‍රම ස්වල්පයෙන් භාවිතා කිරීම."
වී වගාවෙදී මිශ්‍ර වගා පද්ධතියක් භාවිතා කළහොත් ලැබෙන වාසිය මොකක්ද?,"වර්ධන විවිධතාවය, ඉහළ ආර්ථික අවස්ථා, රෝග විසිවීම අඩු කිරීම, භූ විද්‍යාත්මක ගුණාත්මකභාවය නංවා ගැනීම."
වී වගාවෙදී රෝග ලක්ෂණ හඳුනා ගැනීම සඳහා ගැලපෙන ක්‍රියා මොනවාද?,"පත්‍ර, බීජ හා මිදි නිරීක්ෂණය, රෝගී ශාක ඉවත් කිරීම, විද්‍යාත්මක පරික්ෂා හා ප්‍රාදේශිය නිලධාරී උපදෙස් ලබා ගැනීම."
වී වගාවෙදී විවිධ ශාක අනුබෝග රාශි නොයෙකුත් වගා අතර එකට ගසනුලද්ද?,"සමහර විට ඔව්, එවිට රෝග පාලනයට පහසුවක් මතු වේ, පෝෂක හා වර්ධන අවස්ථා වැඩි දියුණු කරයි."
වී වගාවෙදී බෝග නෑමේ වේලාවන් පිළිබඳ විස්තර සටහන් තබා ගැනීමේ වැදගත්කම මොකක්ද?,"අබ්බනවන වැසි සමය, වගා වර්ධනය හා හිස් පැළීමේ වේලාවන් නිවැරදිව සකස් කිරීමට උදව්වක් වේ."
වී වගාවෙදී පතුරන බීජ ප්‍රමාණය අනුව අස්වැන්න සූක්ෂමව තක්සේරු කළ හැකිද?,"ඔව්, නිසි වූ ගණනය කිරීම හා දත්ත නිරීක්ෂණය ඔස්සේ වර්ග අඩියකට හෝ හෙක්ටයර් මට්ටමට අවශ්‍ය බීජ ප්‍රමාණය මනසින් තීරණය කළ හැක."
වී වගාවෙදී යෙදෙන පෝෂක භාවිතය පාලනය කිරීමේදී ප්‍රමාණය එකවර දක්වාද නැතහොත්...?,"එකවර පුළුල් ප්‍රමාණයකින් පොහොර දායීමෙන් ශාකයට හානි විය හැකි නිසා වාරිකව නිසි අවස්ථාවන්හී යෙදිය යුතුය."
වී වගාවෙදී බෝග නරක්විය හැකි පැලදුණු පාංශු බවක් සැලකිල්ලෙන් නොනැවතී නම්...?,"අස්වැන්න පහත වැටීම, රෝග සහ පළිබෝධ ව්‍යාප්තිය, පාංශු යළි සකස් කිරීමේ වැඩි වියදම්."
වී වගාවෙදී හිස් පැළීමේ අවස්ථාවට පෙර ජලය ආලෝකයේදී අධිකව නැතිවී යාම වැළැක්වීමෙදී කළ හැකි දෙමොනවාද?,"සෙවණ තාක්ෂණ භාවිතය, ජල පිරීමේ නාඩි පද්ධතීන් වැඩි දියුණු කිරීම, බිම් පිරිසිදු කිරීම."
වී වගාවෙදී බෝග පෙළ ගැසීමේ වැදගත්කම මොකක්ද?,"ශාකය අතර ඉඩ පහසු කර රෝග අවදානම් අඩු කිරීම, නිරිත දකුණු දිගින් ආලෝකය පවතින ආකාරය ස්වභාවිකව බෙදා ගැනීම."
වී වගාවෙදී ට්‍රැක්ටර් ඇතුළු යන්ත්‍ර භාවිතා කිරීමේදී සැලකිලිමත් විය යුතු ඇයි?,"කාර්යය අතරතුර අනතුරු අවම කිරීම, අවශ්‍ය එධි හරිදි සැලසුම් කර මග එපා නතරකිරීම, මැලවිලි අවම කිරීම."
වී වගාවෙදී ප්‍රාදේශීය වැවිලි නිලධාරීන්ගේ උපදෙස් පිළිපදින්නේ ඇයි?,"ඔවුන්ට දේශගුණික තොරතුරු, රෝග හා ජල කළමනාකරණය පිළිබඳ අත්හදා බැලූ දැනුම පවතින නිසා අවශ්‍ය වර්ධක ක්‍රම ඉඟි සලසයි."
වී වගාවෙදී වැඩි දියුණු රෝපණ ක්‍රම භාවිතය කළ යුතු අවස්ථා මොනවාද?,"බෝග අවස්ථා අසීමිතව පැවති විට, පස් වර්ගය අඩු සාරවත්භාවයකින් පෙළෙන විට, ක්ෂුද්‍ර වැසි පැවැත්ම නිසා ශාකය ටිකක් රැකගැනීම අවශ්‍ය විට."
වී වගාවෙදී වායුගෝලීය උෂ්ණත්වය ඉහළ යන සුලළු අවස්ථාවන් දී කළ යුතුද?,"ශාකයට සෙවණ හා තෙත් තත්ත්වය පවත්වා ගැනීම, රෝග නාශක ක්‍රම භාවිතය වෘත්තීය උපදෙස් අනුව සකස් කිරීම."
වී වගාවෙදී ගම්මාන වැඩසටහන් සමග සබඳතාවය තබා ගැනීමේ වැදගත්කම මොකක්ද?,"සාමාන්‍ය ගැටළු විසඳීම, ජල බෙදා හැරීමේ ඒකාබද්ධ වැඩපිළිවෙළ, අලෙවිකරණය සඳහා එක්ව ක්‍රියා කිරීම."
වී වගාවෙදී දිලීර රෝග පාලනය නොකළහොත් එයට බලපාන අවදානම් මොනවාද?,"සංචිත වී විනාශය, අස්වැන්න පාහේ අයකැතිවීම, ජල හා පස් නාස්තිවීම, ආර්ථික හා ආහාර අලාභය."
වී වගාවෙදී ඉහළ නානස්‍ය වර්ධනයේදී රෝග ප්‍රවණතාව වැඩිද?,"ඔව්, තෙත්තාපිත තත්ත්වය නිසා දිලීර හා බැක්ටීරියා රෝග හැදිම වේගවත් වේ, නිසි පාලනය කළ යුතුය."
වී වගාවෙදී වගා කළ බිම් ප්‍රමාණය ලේඛනය තබාගැනීමෙන් ලබන වාසිය මොකක්ද?,"වැඩිදියුණු අස්වැන්නක් පසුගාමීව තක්සේරු කළ හැකි වීම, වියදම් හා ප්‍රතිලාභ පිරික්සා නව සැලසුම් ගත හැකිවීම."
වී වගාවෙදී බෝග තැන්පතු ක්‍රම මිශ්‍ර කිරීම වැදගත්ද?,"ඔව්, එක වර්ගයක ස්වභාවික කේෂ්ත්‍ර අනික් වර්ගයන්ට අහිතකරදැයි පරීක්ෂා කර බෝග රෝටේෂන්වලට උපකාරී වේ."
වී වගාවෙදී නඩත්තු කළ යුතු අත්දැකීම් පුස්තකාලයක් තබා ගැනීමෙදී...?,"ප්‍රායෝගිකව ලැබුණු ප්‍රතිඵල සටහන් තබා අනාගතයේ නව වගා සැලසුම් සඳහා ලාභදායී තීරණ ගැනීමට හැක."
වී වගාවට අවශ්‍ය පොහොර ආරක්ෂිතව ගබඩා කිරීමේදී කළ යුතු දේ මොනවාද?,"තෙතමනය සහ උෂ්ණත්වය පාලනය, නාස්තිකරුවන් ඉවත් කිරීම, ෆර්ලයිටර් ද්‍රව්‍ය එකිනෙකාගෙන් අනන්ය තබා ගැනීම."
වී වගාවෙදී නියත රෝග නාශක අවශ්‍ය නොවී සාධක මොනවාද?,"පෝෂක සෞඛ්‍යය දියුණු කිරීම, ජීව පොහොර භාවිතය, වගා රෝටේෂන්ක්‍රම එදිනෙදා භාවිතය, වැලලි ශාක පාලනය."
වී වගාවෙදී අධික ජලය නිසා දිලීර වර්ධනය වැඩි වූ අවස්ථාවක් උද්ගත නම්...?,"ජලය ප්‍රමාණවත් ලෙස මිදීම, දිලීර නාශක භාවිතය, රෝගී ශාක ඉවත් කිරීම හා වේලූ නඩත්තු වැඩ පිළිවෙළ."
වී වගාවෙදී යන්ත්‍රික ලේඛන තබා ගැනීම (mechanical record keeping) ප්‍රයෝජනවත්ද?,"ඔව්, ණය ගනුදෙනු, වියදම්, ඒකාබද්ධ කළමනාකරණ තොරතුරු නිරවද්‍යව සුරැකීමට හා සකස් කිරීමට පහසු වේ."
වී වගාවෙදී පොහොර බෙදාහැරීමේදී ශ්‍රමය අඩු කරන්න පුළුවන් ක්‍රම මොනවාද?,"ස්වයංක්‍රිය පොහොර බෙදාහැරීමේ උපකරණ, ට්‍රැක්ටර් අමුණා තිබෙන මෝස්තර මෙවලම්, ජනපවිද්‍යාව මත ක්‍රම."
වී වගාවෙදී පස මතුපිට මැදිරි අවහිරවීම මුත් දීප්තිමත් ශාකයක් ලබන්න පුළුවන්ද?,"ඔව්, නිසි ද්‍රවශීල භාවිතය, බෝග නාඩි සැලසුම්, පෝෂක සංයෝග නිවැරදිව යෙදීම මගින් ශාකය සැලකිය යුතු වර්ධනයක් ලබා ගනී."
වී වගාවෙදී නරක් වූ බීජ ප්‍රස්තාර භාවිතා කළහොත් මොකක් වෙයි?,"අස්වැන්න අඩුවීම, රෝග හා පාංශු දූෂණය වැඩිවීම, ආර්ථික පාඩු, දිගුකාලීනව බිම් ගුණාත්මකභාවය අඩු වීම."
වී වගාවෙදී දේශීය සම්පත් උපයෝගී කර ගැනීමේදී ගොවි සංගම් රැසක් නොවී එකාබද්ධ වීමේ වාසිය මොකක්ද?,"වගා නෙලීමේදී ශ්‍රම උපකාරය, පොහොර හා උපකරණ මිලදී ගැනීමේදී කෙරෙන ගණුදෙනු පහසු කිරීම, නව තාක්ෂණ බෙදා ගැනීම."
වී වගාවෙදී උෂ්ණත්වය ඉහළ යනවිට බීජ නට්ට ආරක්ෂා කිරීම කළ හැකි ක්‍රම මොනවාද?,"සෙවණ තාක්ෂණ, වායුසම්පාදන නාඩි, විල් හා ඇල පද්ධති, ජල මට්ටම් ප්‍රමාණවත් තබා ගැනීම."
වී වගාවෙදී ලී ක්‍රියාකාරකම් සහිතව වී නෙලීමේදී සැලකිලිමත් විය යුතු ඇයි?,"රෝග පැතිරී යාම හෝ වවල්ලා වැනි සතුන්ට අවස්ථාව නොලැබීමට, ස්වයංක්‍රියව හෝ සංවිධානාත්මකව ශ්‍රමය බෙදා ගැනීමට."
වී වගාවෙදී උදවුකාරී ක්ෂුද්‍ර ජීවීන් (microorganisms) භාවිතයෙන් රෝග පාලනය කළ හැකිද?,"ඔව්, අධික රසායනික භාවිතය අවම කරන්නට උදව් වේ. ඒවා සෞඛ්‍ය සම්පන්න හා පරිසර හිතකාමී විසඳුම් ලබා දෙයි."
වී වගාවෙදී ගෙවීම් සැලසුම් නොකළහොත් මොනවා වෙයි?,"වියදම් ස්වයින් පාලනය නොකෙරෙන නිසා ණය ගැන අතපසු වීම, අස්වැන්නෙහි ලාභය අඩුවීම, ව්‍යාපාරික ගැටලු."
වී වගාවෙදී බෝග මහ වගාව සහ යාල වගාව දෙකෙහිම වාර්තා තබා ගැනීමේ වැදගත්කම මොකක්ද?,"සැසඳීමෙන් අනාගත වගා කිරීම් සඳහා රෝග අවදානම්, වැසි නිශ්චිත ප්‍රවේශ, ආර්ථික තොරතුරු ගත හැක."
වී වගාවෙදී අසාමාන්‍ය උෂ්ණත්වය පැවතීමේදී ඇලවල් සංවිධානය කරන්නෙද්දී සැලකිලිමත් විය යුතු ඇයි?,"අධික උෂ්ණත්වය නිසා ජලය වේගයෙන් නික්මීමේ අවදානම, පෙර පරික්ෂාවෙන් පසු නාඩි සහ පස් සමතාව තහවුරු කළ යුතුයි."
වී වගාවෙදී මහ වැසි වැඩි අවස්ථාවකදී ජලය ගලා යාම පාලනය කිරීමේ ක්‍රම මොනවාද?,"ඇලවල් පුළුල් කිරීම, බැම්ති තද කිරීම, වැසි ජල රැඳවුම් ජලාශ සකස් කිරීම, ඵලදායී නාඩි පද්ධති භාවිතය."
වී වගාවෙදී ජල පීඩනය අඩු කළහැකි drip irrigation ක්‍රම භාවිතය වඩාත් භාවිතා වෙයිද?,"සීමිත ලෙස, නමුත් පාංශු හා ජල සීමා ඇති ප්‍රදේශවලදී ඉතා ප්‍රයෝජනවත් වන අතර ශ්‍රමයත් අඩු වේ."
වී වගාවෙදී ගෙවීම් කළමනාකරණයට උපකාරී මෘදුකාංග භාවිතය ගොවිවැසියන්ට උදව්වක්ද?,"ඔව්, විස්තරාත්මක ලේඛනයන් තබා ගෙන ඇස්තමේන්තු කෙරෙහි පහසු ඔබ්බැහැරක් ලබා ගත හැක. ව්‍යාපාරික තීරණ පහසු වේ."
වී වගාවෙදී උද්ධමනය තවදුරටත් වැඩිවිය හැකි අවස්ථාවක කළ යුතු දේ මොනවාද?,"වගා අවස්ථා වෙනස් කිරීමට සැලසුම් කිරීම, ජල භාවිතය සීමා කිරීම, උද්ධමනයට ප්‍රතිශක්ති වී වර්ග තෝරා ගැනීම."
වී වගාවෙදී නිසි නොවූ වගා ඇලවල් සාදා ඇත්නම් ඇතිවිය හැකි අවදානම් මොනවාද?,"සෙළුපත් බෝග අවධානය, ගංවතුර තත්ත්ව, ජලය ඔතන ස්වභාවික රැඳීයාම නිසා රෝග ගැටළු, පහසු ගලා යාම නැති වීම."
වී වගාවෙදී සාර්ථක බෝග පාලන ක්‍රම සඳහා පෙර වගාවේ වාර්තා බලයිද?,"ඔව්, පෙර වගාවෙදී මතුවූ රෝග හා ලක්ෂණ නිරීක්ෂණය මත නව පියවර සකස් කිරීමට සාර්ථක මඟ පෙන්වීම් ලබා ගත හැක."
වී වගාවෙදී පසට නිවැරදි නයිට්‍රජන් හා අනෙකුත් ඛනිජ ලබා දෙන්නේ ඇයි?,"ශාකයට අවශ්‍ය පෝෂණ ප්‍රමාණය ලබාදී වැඩිදියුණු හිස් සහ බීජ නිපදවීම සඳහාය."
වී වගාවෙදී දේශීය යන්ත්‍ර හා මෙවලම් භාවිතයෙන් ලැබෙන ප්‍රධාන වාසිය මොකක්ද?,"වියදම් අඩු වීම, දේශීය දැනුම හා අත්දැකීම් සමඟ පහසු උපකරණ පවත්වාගෙන යාම."
වී වගාවෙදී පාංශු පරීක්ෂා කිරීමට පෙර අස්වැන්නේ දළ නැණය ගත හැකිද?,"සිතියම් නිරීක්ෂණ, පෙර වගා ප්‍රතිඵල, ගොවි සංගම් අත්දැකීම් සකස් කිරීම තුළින් බොහෝ විට මුලික දැනුම ලබා ගත හැක."
වී වගාවෙදී වැසි අනතුරු ඇඟවීම් ගැනුවහොත් ප්‍රතිචාර ක්‍රම මොනවාද?,"ඔක්කෝම වගාවට ආරක්ෂණ ප්‍රතිපාදන සකස් කිරීම, ඇලවල් පුළුල් කිරීම, නියත වේලාවට රෝග පාලනය, හිස් නෙලීම ප්‍රමාද කිරීම."
වී වගාවෙදී තිරිංග වැඩිවීම (lodging) වැළැක්වීමට කළ හැකි දෙමොනවාද?,"අධික පොහොර භාවිතය සීමා කිරීම, නියත වේලාවට ජලය මිදීම, ශාකවල පිළිබෝධ පාලනය."
වී වගාවෙදී කොළ අවධානය පිළිබඳ නාස්තිකරුවන් බහුලනම් කළ යුතු ක්‍රියා මොනවාද?,"කැළැල් ශාක ඉවත් කිරීම, පැල සහිත මැදිකර නඩත්තු, ජීව නාශක හෝ රෝග නාශක නිසි ලෙස භාවිතය."
වී වගාවෙදී නයිට්‍රජන් අධිකය නිසා ශාකය දිගු වේද?,"ඔව්, නමුත් හිස් වැලැක්වීම හා රෝග අවදානම් වැඩිවිය හැකි බැවින් නිසි උපදෙස් අනුව භාවිතා කළ යුතුය."
වී වගාවෙදී පොහොර බෙදා හැරීමේ වේලාවන් අසමත් වුවහොත්...?,"ශාකයෙහි අස්වැන්න හා ගුණාත්මකභාවය පහත වැටීම, වියදම් ප්‍රමාණය ඉහළ යාම, ඵලදායීත්වය අඩු වීම."
වී වගාවෙදී අස්වැන්න තත්ත්ව පාලනය කිරීම සඳහා තාක්ෂණික උපකරණ භාවිතය සුදුසුද?,"ඔව්, උෂ්ණත්වය, තෙතමනය පරීක්ෂා කිරීම, නාස්තිකරුවන් ඉක්මන්ව හඳුනා ගැනීම සඳහා එය ඉතාම උදව්කර වේ."
වී වගාවෙදී ගම්මාන පෙළපාලි හා සන්ධානයන් සමඟ ඒකාබද්ධව මහ වගාව සංවිධානය කිරීමේ වාසිය මොකක්ද?,"ජල කළමනාකරණය එකමුතුවින් කිරීමට, රෝග පාලන ක්‍රම ඉක්මන්ව බෙදා ගැනීමට, වෙළෙඳපොළ ප්‍රවේශය පහසු කිරීමට."
වී වගාවෙදී වගා කළ ඉඩම්වල පාංශු දිලිසීමක් තිබේ නම් ඒ පිළිබඳ කරන්නෙඳේ...?,"මාක්ශික වාරවල පිරිසිදු කිරීම, නාඩි සකස් කිරීම, කොම්පෝස්ට් යෙදීම, ජල ස්ථාවර තත්ත්වය පවත්වා ගැනීම."
වී වගාවෙදී සාර්ථක ව්‍යාපාරික සැලසුම් සඳහා විකල්ප වර්ග භාවිතය අත්‍යවශ්‍යද?,"ඔව්, මෙය වෙළෙඳපොළ ඉල්ලුමට අනුගුණව ඇතැම් විට අනෙකුත් වී වර්ගත් ලාභදායීව වගා කළ හැකි නිසාය."
වී වගාවෙදී ජලය සීමා වූ අවස්ථාවක රෝග පාලනය ඒ තත්ත්වයට අදාළද?,"ඔව්, අඩු තෙතමනයේදි සැලකිලිමත් භාවිතයකින් රෝග නාශක භාවිතය කළ යුතු අතර ජලය අවමයෙන් අස්වැන්න සුරැකීමට උත්සාහ කළ යුතුය."
වී වගාවෙදී වගා නිලධාරීන්ට වාර්තා කිරීමේදී ලැබෙන ප්‍රයෝජනය මොකක්ද?,"මීලඟ වගාව සඳහා උදව් වන නිසි උපදෙස්, රෝග නාශක සහ පෝෂක සැලසුම්, මුල්‍ය සහ අධ්‍යාපනික සහයෝගය."
වී වගාවෙදී බෝග නෙලීමේ හැකියාව වැඩි කිරීමට කළ යුතු පාංශු කළමනාකරණ ක්‍රම මොනවාද?,"ඇලවල් හා නාඩි නිසි ලෙස සකස් කිරීම, සෙවණ භාවිතය, ජීව පොහොර පිළිවෙළ, වැල් ඉවත් කිරීම."
වී වගාවෙදී නියත උෂ්ණත්වයක් පවත්වා ගැනීමට උපාය මොනවාද?,"සෙවණ තාක්ෂණ, වායුසම්පාදන නාඩි, වැවක් හෝ ජලාශයක් මත තෙත් භාවිතය, රෝග පාලන රසායන නිසි වීදිවල යෙදීම."
